identity_number;first_name;last_name;birthday;;
19278;Vieroslava;Rybníčeková;1960-05-10 00:00:00.000000;;
19279;Miroslav;Bača;989-03-09 00:00:00.000000;;
19280;Viktória;Babková;978-07-07 00:00:00.000000;;
19281;Alica;Kunová;1996-08-22 00:00:00.000000;;
19282;Maroš;Devečka;1995-05-16 00:00:00.000000;;
19283;Natália;Križanová;970-06-07 00:00:00.000000;;
19284;Jaromír;Bán;1981-01-26 00:00:00.000000;;
19285;Fedor;Dančiak;978-02-04 00:00:00.000000;;
19286;Ela;Matiašková;960-03-05 00:00:00.000000;;
19287;Zina;Almášiová;1979-05-19 00:00:00.000000;;
19288;Anabela;Heretiková;1979-01-12 00:00:00.000000;;
19289;Silvester;Kocian;1997-12-30 00:00:00.000000;;
19290;Kornel;Tupý;1971-07-11 00:00:00.000000;;
19291;Dáša;Husová;959-12-06 00:00:00.000000;;
19292;Timotej;Toman;1984-04-16 00:00:00.000000;;
19293;Bystrík;Huba;994-05-06 00:00:00.000000;;
19294;Evana;Hagarová;999-12-05 00:00:00.000000;;
19295;Judita;Chovanová;968-09-08 00:00:00.000000;;
19296;Drahoslav;Stodola;1988-08-21 00:00:00.000000;;
19297;Anton;Štefánek;976-10-01 00:00:00.000000;;
19298;Ľuboslava;Štefániková;1963-03-29 00:00:00.000000;;
19299;Rozália;Jakubecová;1967-06-12 00:00:00.000000;;
19300;Melinda;Kunová;1973-10-17 00:00:00.000000;;
19301;Pravoslav;Hlaváč;998-01-01 00:00:00.000000;;
19302;Dalibor;Krajči;1961-01-27 00:00:00.000000;;
19303;Uršuľa;Hudáčeková;1989-08-30 00:00:00.000000;;
19304;Dáša;Menšíková;1973-04-29 00:00:00.000000;;
19305;Vlasta;Filcová;991-06-09 00:00:00.000000;;
19306;Gertrúda;Štefáneková;1999-03-25 00:00:00.000000;;
19307;Alojzia;Kaliská;968-09-05 00:00:00.000000;;
19308;Roman;Melichár;982-08-07 00:00:00.000000;;
19309;Ľubomíra;Starostová;1987-01-22 00:00:00.000000;;
19310;Timotej;Halák;1984-08-29 00:00:00.000000;;
19311;Vilma;Murínová;965-12-02 00:00:00.000000;;
19312;Renáta;Blahová;1969-05-13 00:00:00.000000;;
19313;Alžbeta;Šimovičová;1966-07-19 00:00:00.000000;;
19314;Liana;Dančáková;970-02-09 00:00:00.000000;;
19315;Alexander;Rusnák;1969-04-30 00:00:00.000000;;
19316;Albert;Lukáč;996-11-01 00:00:00.000000;;
19317;Arnold;Puška;981-04-06 00:00:00.000000;;
19318;Dominika;Andrášiková;1970-02-23 00:00:00.000000;;
19319;Pravoslav;Valent;1967-05-26 00:00:00.000000;;
19320;Dušana;Podhradská;1966-04-22 00:00:00.000000;;
19321;Albína;Anderlová;1973-08-19 00:00:00.000000;;
19322;Demeter;Fabian;1995-03-19 00:00:00.000000;;
19323;Izidor;Dobšinský;1966-06-29 00:00:00.000000;;
19324;Zlatica;Boríková;966-10-07 00:00:00.000000;;
19325;Uršuľa;Vaneková;1980-08-20 00:00:00.000000;;
19326;Vratko;Šoltés;1980-04-26 00:00:00.000000;;
19327;Vasil;Gregor;1998-11-17 00:00:00.000000;;
19328;Slavomír;Vlha;1995-12-26 00:00:00.000000;;
19329;Fratiška;Bellová;969-04-06 00:00:00.000000;;
19330;Barbora;Vašeková;981-04-07 00:00:00.000000;;
19331;Mikuláš;Hanak;1985-12-30 00:00:00.000000;;
19332;Vojtech;Dusík;966-11-03 00:00:00.000000;;
19333;Patrícia;Andrášová;1977-05-23 00:00:00.000000;;
19334;Sláva;Čapkovičová;1975-09-28 00:00:00.000000;;
19335;Patrik;Kraľovič;972-11-01 00:00:00.000000;;
19336;Ivica;Binderová;1998-05-31 00:00:00.000000;;
19337;Stanislava;Chalupková;1978-12-13 00:00:00.000000;;
19338;Zoltán;Jurkovič;1967-03-17 00:00:00.000000;;
19339;Vojtech;Capko;965-01-04 00:00:00.000000;;
19340;Pavol;Kocian;1973-10-25 00:00:00.000000;;
19341;Aleš;Habuša;992-07-09 00:00:00.000000;;
19342;Stanislava;Mlynáriková;981-08-07 00:00:00.000000;;
19343;Sabína;Dobšinská;1982-10-20 00:00:00.000000;;
19344;Ľubomíra;Česneková;1973-02-22 00:00:00.000000;;
19345;Ivan;Kollár;1976-10-27 00:00:00.000000;;
19346;Július;Baran;970-07-03 00:00:00.000000;;
19347;Vilma;Pavlíčeková;1984-06-29 00:00:00.000000;;
19348;Kristián;Plavec;1974-11-22 00:00:00.000000;;
19349;Mikuláš;Andrášy;997-07-01 00:00:00.000000;;
19350;Ondrej;Tomek;1980-12-26 00:00:00.000000;;
19351;Viktor;Mikuš;1997-11-22 00:00:00.000000;;
19352;Tatiana;Cibulová;965-03-08 00:00:00.000000;;
19353;Terézia;Bahnová;1988-12-27 00:00:00.000000;;
19354;Ignác;Bernard;1987-04-19 00:00:00.000000;;
19355;Marta;Habláková;1961-12-25 00:00:00.000000;;
19356;Etela;Valachová;1985-06-27 00:00:00.000000;;
19357;Vieroslava;Kubičeková;1997-12-12 00:00:00.000000;;
19358;Danica;Rosinová;989-11-08 00:00:00.000000;;
19359;Servác;Halák;1982-04-12 00:00:00.000000;;
19360;Roman;Augusta;1963-03-16 00:00:00.000000;;
19361;Radúz;Puškár;1990-03-15 00:00:00.000000;;
19362;Iľja;Sýkora;977-03-04 00:00:00.000000;;
19363;František;Bondra;1971-07-17 00:00:00.000000;;
19364;Adriána;Husáková;1976-02-15 00:00:00.000000;;
19365;Bonifác;Antal;1969-03-23 00:00:00.000000;;
19366;Darina;Slašťanová;995-04-06 00:00:00.000000;;
19367;Žigmund;Jurčo;1975-10-21 00:00:00.000000;;
19368;Edmund;Černík;1980-12-29 00:00:00.000000;;
19369;Oldrich;Jurkovič;1978-07-21 00:00:00.000000;;
19370;Vanda;Husáková;1963-03-12 00:00:00.000000;;
19371;Albert;Dekýš;1960-08-25 00:00:00.000000;;
19372;Kvetoslava;Dudeková;1974-01-17 00:00:00.000000;;
19373;Arpád;Baňa;965-02-06 00:00:00.000000;;
19374;Uršuľa;Lišková;972-04-09 00:00:00.000000;;
19375;Nataša;Dudová;1995-07-18 00:00:00.000000;;
19376;Leonard;Kramár;1974-07-10 00:00:00.000000;;
19377;Albert;Tomášek;988-03-02 00:00:00.000000;;
19378;Stätopluk;Novotný;994-10-08 00:00:00.000000;;
19379;Hedviga;Beranová;990-07-06 00:00:00.000000;;
19380;Levoslav;Tomášek;1983-02-28 00:00:00.000000;;
19381;Pankrác;Kuna;969-04-06 00:00:00.000000;;
19382;Marek;Andrášy;1983-03-15 00:00:00.000000;;
19383;Regina;Vaneková;1971-01-31 00:00:00.000000;;
19384;Daniel;Pavlíček;1976-12-31 00:00:00.000000;;
19385;Blanka;Sklárová;974-10-03 00:00:00.000000;;
19386;Anna;Sedliaková;1964-03-13 00:00:00.000000;;
19387;Hana;Valentová;1982-07-29 00:00:00.000000;;
19388;Kvetoslava;Vlková;1980-07-31 00:00:00.000000;;
19389;Gregor;Balog;961-12-05 00:00:00.000000;;
19390;Svetlana;Konrádová;1974-04-21 00:00:00.000000;;
19391;Fedor;Babka;1991-12-28 00:00:00.000000;;
19392;Jozef;Valent;1985-09-11 00:00:00.000000;;
19393;Belo;Sýkora;1976-05-14 00:00:00.000000;;
19394;Bohuslav;Romančík;1969-01-28 00:00:00.000000;;
19395;Klement;Starosta;1983-10-16 00:00:00.000000;;
19396;Vlastislav;Gál;982-01-05 00:00:00.000000;;
19397;Slavomír;Fabuš;1994-08-17 00:00:00.000000;;
19398;Daniel;Ihnačák;976-08-01 00:00:00.000000;;
19399;Nadežda;Vašeková;1993-09-21 00:00:00.000000;;
19400;Vlasta;Timková;988-02-07 00:00:00.000000;;
19401;Ján;Bezák;1989-06-29 00:00:00.000000;;
19402;Maroš;Tomek;972-02-02 00:00:00.000000;;
19403;Adrián;Almáši;1985-10-10 00:00:00.000000;;
19404;Dobroslav;Maslo;1978-06-21 00:00:00.000000;;
19405;Ivica;Bíleková;1978-01-27 00:00:00.000000;;
19406;Ctibor;Bernard;1972-09-30 00:00:00.000000;;
19407;Prokop;Bezák;1991-03-12 00:00:00.000000;;
19408;Gertrúda;Žigmundová;1976-12-10 00:00:00.000000;;
19409;Vladimíra;Babková;1973-08-29 00:00:00.000000;;
19410;Koloman;Jalovec;1994-11-11 00:00:00.000000;;
19411;Uršuľa;Augustová;1999-06-17 00:00:00.000000;;
19412;Bartolomej;Kližan;985-11-07 00:00:00.000000;;
19413;Angela;Debnárová;995-12-02 00:00:00.000000;;
19414;Ľudomil;Bicek;1964-03-22 00:00:00.000000;;
19415;Oľga;Baňová;992-12-07 00:00:00.000000;;
19416;Anežka;Slováková;1990-03-15 00:00:00.000000;;
19417;Bohuš;Jakubec;1999-02-12 00:00:00.000000;;
19418;Štefan;Hlinka;1971-06-29 00:00:00.000000;;
19419;Alojzia;Palkovičová;963-03-07 00:00:00.000000;;
19420;Matúš;Danko;1985-10-18 00:00:00.000000;;
19421;Radovan;Konôpka;1984-06-22 00:00:00.000000;;
19422;Michaela;Farkašovská;1993-06-14 00:00:00.000000;;
19423;Lívia;Bórová;1959-05-22 00:00:00.000000;;
19424;Imrich;Heretik;1970-01-14 00:00:00.000000;;
19425;Sára;Binderová;977-07-03 00:00:00.000000;;
19426;Gizela;Mrázová;996-07-02 00:00:00.000000;;
19427;Ľuboš;Martinec;1989-05-25 00:00:00.000000;;
19428;Želmíra;Sklárová;1999-08-21 00:00:00.000000;;
19429;Hugo;Červeň;1975-05-13 00:00:00.000000;;
19430;Linda;Očenášová;1978-04-23 00:00:00.000000;;
19431;Vasil;Plekanec;1979-10-18 00:00:00.000000;;
19432;Jaromír;Štefánek;1988-12-18 00:00:00.000000;;
19433;Nikola;Debnárová;1993-01-22 00:00:00.000000;;
19434;René;Almáši;990-09-04 00:00:00.000000;;
19435;Leonard;Križan;1991-02-17 00:00:00.000000;;
19436;Ľudomil;Novotný;1980-04-28 00:00:00.000000;;
19437;Denis;Dančiak;1992-03-10 00:00:00.000000;;
19438;Prokop;Bajnok;1967-05-12 00:00:00.000000;;
19439;Oldrich;Janák;973-02-07 00:00:00.000000;;
19440;Kornélia;Jurinová;995-09-07 00:00:00.000000;;
19441;Jozef;Višňovský;1997-04-17 00:00:00.000000;;
19442;Štefan;Hodža;1981-03-22 00:00:00.000000;;
19443;Valéria;Jurkovičová;1991-04-21 00:00:00.000000;;
19444;Alena;Puškárová;1996-10-17 00:00:00.000000;;
19445;Nina;Miklošová;970-04-03 00:00:00.000000;;
19446;Antónia;Bašová;993-08-01 00:00:00.000000;;
19447;Alojzia;Bilková;1970-07-18 00:00:00.000000;;
19448;Ľudomila;Beihofnerová;1999-10-19 00:00:00.000000;;
19449;Sláva;Fabianová;1967-09-22 00:00:00.000000;;
19450;Margita;Grznárová;999-01-07 00:00:00.000000;;
19451;Dušan;Gašparovič;1972-02-23 00:00:00.000000;;
19452;Adela;Bezáková;981-12-01 00:00:00.000000;;
19453;Ivan;Filip;994-03-09 00:00:00.000000;;
19454;Mária;Balážová;1990-10-23 00:00:00.000000;;
19455;Alfréd;Stodola;974-05-01 00:00:00.000000;;
19456;Servác;Novák;1985-10-28 00:00:00.000000;;
19457;Drahomír;Tomek;1980-01-24 00:00:00.000000;;
19458;Matúš;Jánoš;1997-12-17 00:00:00.000000;;
19459;Jerguš;Slovák;1969-01-31 00:00:00.000000;;
19460;Hedviga;Orlíková;1991-11-26 00:00:00.000000;;
19461;Ľubomír;Truben;1983-11-19 00:00:00.000000;;
19462;Jearoslava;Krajčovičová;1986-08-16 00:00:00.000000;;
19463;Stanislav;Jurčo;1965-08-17 00:00:00.000000;;
19464;Bonifác;Blaho;991-08-02 00:00:00.000000;;
19465;Petra;Baranová;1967-02-22 00:00:00.000000;;
19466;Slavomír;Bór;1992-12-26 00:00:00.000000;;
19467;Ladislav;Richtár;1973-07-15 00:00:00.000000;;
19468;Marta;Miklošová;1961-07-14 00:00:00.000000;;
19469;Alexander;Havránek;1990-09-17 00:00:00.000000;;
19470;Urban;Dubovský;1988-04-15 00:00:00.000000;;
19471;Ema;Dočolomanská;1975-04-25 00:00:00.000000;;
19472;Valér;Čapkovič;1973-03-28 00:00:00.000000;;
19473;Jana;Chudíková;1965-05-25 00:00:00.000000;;
19474;Petra;Baranová;1998-09-22 00:00:00.000000;;
19475;Václav;Murín;980-07-02 00:00:00.000000;;
19476;Miroslava;Babková;965-06-06 00:00:00.000000;;
19477;Gašpar;Masaryk;995-11-02 00:00:00.000000;;
19478;Blahoslav;Beňuš;1967-11-19 00:00:00.000000;;
19479;Slávka;Hrašková;1983-01-20 00:00:00.000000;;
19480;Juliana;Gáliková;1977-02-16 00:00:00.000000;;
19481;Ľubomíra;Vlková;1989-11-12 00:00:00.000000;;
19482;Marta;Finková;1975-02-10 00:00:00.000000;;
19483;Ľubica;Borovská;1978-03-25 00:00:00.000000;;
19484;Etela;Trubenová;1998-02-11 00:00:00.000000;;
19485;Evana;Sedliaková;978-08-01 00:00:00.000000;;
19486;Alfréd;Čapkovič;1993-04-26 00:00:00.000000;;
19487;Svetlana;Holúbeková;1973-12-17 00:00:00.000000;;
19488;Sofia;Klimová;990-12-05 00:00:00.000000;;
19489;Silvia;Sklárová;995-02-01 00:00:00.000000;;
19490;Michal;Adamec;1996-04-23 00:00:00.000000;;
19491;Ondrej;Korec;978-01-01 00:00:00.000000;;
19492;Oľga;Bašová;971-12-04 00:00:00.000000;;
19493;Kornélia;Mrázová;1962-07-29 00:00:00.000000;;
19494;Hana;Marcinková;1995-09-22 00:00:00.000000;;
19495;Mikuláš;Maslo;997-01-04 00:00:00.000000;;
19496;Daniela;Palkovičová;1963-07-29 00:00:00.000000;;
19497;Milota;Dusíková;1970-01-26 00:00:00.000000;;
19498;Radoslav;Mamojka;1963-05-16 00:00:00.000000;;
19499;Daniela;Andrášiková;1966-07-15 00:00:00.000000;;
19500;Danica;Valentová;1982-12-13 00:00:00.000000;;
19501;Edita;Timková;1966-08-16 00:00:00.000000;;
19502;Fratiška;Mamojková;979-06-08 00:00:00.000000;;
19503;Matej;Palko;1975-07-13 00:00:00.000000;;
19504;Irma;Feldeková;1986-04-29 00:00:00.000000;;
19505;Roland;Jakubček;993-12-07 00:00:00.000000;;
19506;Móric;Almáši;1992-07-12 00:00:00.000000;;
19507;Amália;Macková;1984-07-17 00:00:00.000000;;
19508;Bohdan;Borík;1978-07-15 00:00:00.000000;;
19509;Oto;Očenáš;1989-01-12 00:00:00.000000;;
19510;Agnesa;Tomášeková;1979-05-16 00:00:00.000000;;
19511;Michaela;Kocianová;988-03-02 00:00:00.000000;;
19512;Otília;Pavlíčeková;965-02-08 00:00:00.000000;;
19513;Vilma;Višňovská;1988-05-11 00:00:00.000000;;
19514;František;Bakoš;1997-01-10 00:00:00.000000;;
19515;Demeter;Macek;991-02-01 00:00:00.000000;;
19516;Ida;Debnárová;998-05-01 00:00:00.000000;;
19517;Dagmara;Sýkorová;999-08-05 00:00:00.000000;;
19518;Galina;Kollárová;1993-11-28 00:00:00.000000;;
19519;Kamila;Bellová;969-01-07 00:00:00.000000;;
19520;Ľuboslava;Droppová;1968-01-30 00:00:00.000000;;
19521;Ingrida;Hagarová;1967-07-29 00:00:00.000000;;
19522;Bohuslava;Durdíková;998-10-03 00:00:00.000000;;
19523;Dobroslava;Bajnoková;1984-08-18 00:00:00.000000;;
19524;Roman;Tomanek;1992-01-26 00:00:00.000000;;
19525;Želmíra;Cígerová;965-01-04 00:00:00.000000;;
19526;Margita;Cesnaková;1998-06-29 00:00:00.000000;;
19527;Lukáš;Ťapák;1969-10-18 00:00:00.000000;;
19528;Juliana;Maďarová;1977-09-13 00:00:00.000000;;
19529;Ľubomíra;Pušková;1985-02-26 00:00:00.000000;;
19530;Mária;Cyprichová;1965-03-23 00:00:00.000000;;
19531;Leonard;Grznár;981-12-08 00:00:00.000000;;
19532;Florián;Beihofner;1963-06-26 00:00:00.000000;;
19533;Bohuslav;Bernard;971-01-08 00:00:00.000000;;
19534;Bohdan;Ftáčin;1974-07-29 00:00:00.000000;;
19535;Klaudia;Ondrušeková;979-12-09 00:00:00.000000;;
19536;Bohumil;Finka;1970-10-28 00:00:00.000000;;
19537;Dušana;Beňušová;975-01-06 00:00:00.000000;;
19538;Bohdana;Dutková;980-10-03 00:00:00.000000;;
19539;Karolína;Stodolová;1977-10-28 00:00:00.000000;;
19540;Bohuslava;Urblíková;1990-09-25 00:00:00.000000;;
19541;Vratko;Cyprich;1975-05-31 00:00:00.000000;;
19542;Štefánia;Romančíková;1989-02-16 00:00:00.000000;;
19543;Gabriel;Korec;962-03-02 00:00:00.000000;;
19544;Severín;Ďaďo;1979-01-31 00:00:00.000000;;
19545;Ivan;Matiaško;985-03-09 00:00:00.000000;;
19546;Viktória;Žigová;960-06-07 00:00:00.000000;;
19547;Bystrík;Maslo;1989-07-25 00:00:00.000000;;
19548;Dominika;Bieliková;1960-11-25 00:00:00.000000;;
19549;Erika;Maďarová;983-12-08 00:00:00.000000;;
19550;Marína;Husová;995-02-01 00:00:00.000000;;
19551;Alojz;Melichár;1967-05-10 00:00:00.000000;;
19552;Cyprián;Šimovič;1963-12-12 00:00:00.000000;;
19553;Zoja;Bačová;1974-07-28 00:00:00.000000;;
19554;Alexander;Dorko;965-11-09 00:00:00.000000;;
19555;Margaréta;Halušková;1974-02-25 00:00:00.000000;;
19556;Ctibor;Turčok;1976-08-23 00:00:00.000000;;
19557;Slavomír;Kubko;1980-12-10 00:00:00.000000;;
19558;Danica;Árpásová;1984-04-13 00:00:00.000000;;
19559;Cyril;Balaša;1964-12-14 00:00:00.000000;;
19560;Augustín;Marcinko;998-05-02 00:00:00.000000;;
19561;Linda;Raková;1984-02-24 00:00:00.000000;;
19562;Irena;Raková;966-10-07 00:00:00.000000;;
19563;Jela;Kaliská;966-05-01 00:00:00.000000;;
19564;Petronela;Andrášyová;972-12-09 00:00:00.000000;;
19565;Agnesa;Vašeková;1999-06-22 00:00:00.000000;;
19566;Nina;Chovanová;1994-07-14 00:00:00.000000;;
19567;Lesana;Ďurkovičová;1989-10-30 00:00:00.000000;;
19568;Karistína;Krištofová;1973-01-25 00:00:00.000000;;
19569;Izidor;Andrášik;1996-10-20 00:00:00.000000;;
19570;Kamila;Droppová;1986-01-31 00:00:00.000000;;
19571;Aurel;Tomášek;975-05-07 00:00:00.000000;;
19572;Róbert;Bednár;960-02-01 00:00:00.000000;;
19573;Ľubomíra;Hanuseková;1966-12-19 00:00:00.000000;;
19574;Danica;Hricová;1990-03-19 00:00:00.000000;;
19575;Eva;Slováková;1969-02-28 00:00:00.000000;;
19576;Monika;Richtárová;1977-09-16 00:00:00.000000;;
19577;Anton;Baňa;1964-06-24 00:00:00.000000;;
19578;Nora;Rojková;977-03-01 00:00:00.000000;;
19579;Rudolf;Kočiš;993-09-07 00:00:00.000000;;
19580;Václav;Feldek;977-01-03 00:00:00.000000;;
19581;Arnold;Železník;1992-12-31 00:00:00.000000;;
19582;Roland;Habuša;1966-05-20 00:00:00.000000;;
19583;Anna;Plekanecová;1964-09-12 00:00:00.000000;;
19584;Radúz;Slovák;1997-12-16 00:00:00.000000;;
19585;Martin;Feldek;1962-10-23 00:00:00.000000;;
19586;Daniela;Čekovská;1967-06-18 00:00:00.000000;;
19587;Bonifác;Cyprich;1967-03-21 00:00:00.000000;;
19588;Ľubor;Grznár;992-04-03 00:00:00.000000;;
19589;Klára;Konrádová;989-02-03 00:00:00.000000;;
19590;Michal;Valach;1967-11-12 00:00:00.000000;;
19591;Lívia;Sklárová;1992-04-19 00:00:00.000000;;
19592;Ján;Baňa;999-09-04 00:00:00.000000;;
19593;Severín;Dekýš;1978-12-25 00:00:00.000000;;
19594;Tatiana;Kurucová;960-04-08 00:00:00.000000;;
19595;Erik;Havran;1982-12-20 00:00:00.000000;;
19596;Pankrác;Kubec;967-02-05 00:00:00.000000;;
19597;Angela;Miklíková;1969-09-14 00:00:00.000000;;
19598;Henrich;Fabian;999-03-07 00:00:00.000000;;
19599;Karolína;Pavlíčeková;1982-08-15 00:00:00.000000;;
19600;Dáša;Nemecová;968-09-07 00:00:00.000000;;
19601;Stanislav;Čekovský;1992-09-11 00:00:00.000000;;
19602;Félix;Blaho;1986-05-22 00:00:00.000000;;
19603;Bohuš;Žigmund;1982-12-11 00:00:00.000000;;
19604;Mikuláš;Huba;1969-12-16 00:00:00.000000;;
19605;Vladimíra;Bilková;1982-11-27 00:00:00.000000;;
19606;Kornélia;Bašková;972-06-09 00:00:00.000000;;
19607;Fratiška;Dudeková;1977-08-23 00:00:00.000000;;
19608;Radomír;Hrdlička;1971-04-14 00:00:00.000000;;
19609;Bruno;Macek;1997-05-14 00:00:00.000000;;
19610;Vieroslava;Cibulová;1965-03-21 00:00:00.000000;;
19611;Eliška;Dudová;1976-01-18 00:00:00.000000;;
19612;Karolína;Čapková;1994-05-10 00:00:00.000000;;
19613;Urban;Jantošovič;984-03-06 00:00:00.000000;;
19614;Dušan;Pavelka;962-12-04 00:00:00.000000;;
19615;Emanuel;Pavel;991-08-05 00:00:00.000000;;
19616;Dana;Chovanová;1983-07-19 00:00:00.000000;;
19617;Ladislav;Pavlíček;1991-09-29 00:00:00.000000;;
19618;Ignác;Smrek;1966-04-12 00:00:00.000000;;
19619;Valéria;Sklárová;1986-08-16 00:00:00.000000;;
19620;Drahoslava;Dančiaková;1983-03-26 00:00:00.000000;;
19621;Sára;Čapkovičová;1997-04-20 00:00:00.000000;;
19622;Anna;Gregorová;1966-09-25 00:00:00.000000;;
19623;Klaudia;Jančová;1974-06-26 00:00:00.000000;;
19624;Jaroslav;Vlk;996-11-05 00:00:00.000000;;
19625;Benjamín;Richtár;1968-11-30 00:00:00.000000;;
19626;Olympia;Kraľovičová;1981-09-26 00:00:00.000000;;
19627;Andrea;Lojová;1999-10-13 00:00:00.000000;;
19628;Romana;Bašová;1966-11-17 00:00:00.000000;;
19629;Tatiana;Vlachová;1970-09-25 00:00:00.000000;;
19630;Marta;Sklárová;1982-08-13 00:00:00.000000;;
19631;René;Almáši;1984-01-19 00:00:00.000000;;
19632;Michal;Juráš;1985-05-11 00:00:00.000000;;
19633;Juliana;Trubenová;1964-02-24 00:00:00.000000;;
19634;Vratko;Vajda;1985-11-24 00:00:00.000000;;
19635;Andrej;Čierny;1991-01-29 00:00:00.000000;;
19636;Irena;Bíleková;971-10-04 00:00:00.000000;;
19637;Hedviga;Adamecová;1967-07-31 00:00:00.000000;;
19638;Tibor;Jalovec;1988-02-12 00:00:00.000000;;
19639;Miloslava;Palková;1999-01-21 00:00:00.000000;;
19640;Valéria;Anderlová;1983-04-13 00:00:00.000000;;
19641;Božena;Borovská;1974-09-11 00:00:00.000000;;
19642;Regina;Droppová;1986-07-17 00:00:00.000000;;
19643;Stela;Durdíková;1982-06-16 00:00:00.000000;;
19644;Vilma;Pašková;1976-06-15 00:00:00.000000;;
19645;Adela;Krajčovičová;1984-10-29 00:00:00.000000;;
19646;Perla;Mrázová;1983-08-26 00:00:00.000000;;
19647;Galina;Vydarená;985-02-08 00:00:00.000000;;
19648;Mária;Klimová;996-06-01 00:00:00.000000;;
19649;Nadežda;Mrázová;980-01-08 00:00:00.000000;;
19650;Ľudmila;Jurkovičová;967-09-05 00:00:00.000000;;
19651;Silvester;Hruška;969-05-07 00:00:00.000000;;
19652;Adrián;Kaliský;1999-02-22 00:00:00.000000;;
19653;Denis;Šarkan;1989-09-14 00:00:00.000000;;
19654;Alfonz;Maďar;971-08-05 00:00:00.000000;;
19655;Vasil;Turčok;1977-02-20 00:00:00.000000;;
19656;Karistína;Štefániková;1986-02-14 00:00:00.000000;;
19657;Erik;Liška;990-12-05 00:00:00.000000;;
19658;Jearoslava;Beková;1998-01-22 00:00:00.000000;;
19659;Ján;Klimo;1975-05-11 00:00:00.000000;;
19660;Július;Franek;1986-05-20 00:00:00.000000;;
19661;Beáta;Ďaďová;971-02-05 00:00:00.000000;;
19662;Belo;Šimovič;1979-04-18 00:00:00.000000;;
19663;Kamil;Jurina;1976-05-22 00:00:00.000000;;
19664;Uršuľa;Husová;1974-08-25 00:00:00.000000;;
19665;Radomír;Ondrušek;1964-12-20 00:00:00.000000;;
19666;Božena;Jakubecová;1995-02-14 00:00:00.000000;;
19667;Bronislava;Jantošovičová;1996-08-11 00:00:00.000000;;
19668;Terézia;Pauková;1992-10-19 00:00:00.000000;;
19669;Ľudomila;Mlynáriková;969-02-04 00:00:00.000000;;
19670;Vlastimil;Ftáčin;992-07-05 00:00:00.000000;;
19671;Silvester;Beňuška;1995-11-24 00:00:00.000000;;
19672;Sláva;Muchová;1995-08-21 00:00:00.000000;;
19673;Milica;Dusíková;1994-12-10 00:00:00.000000;;
19674;Klement;Dubovský;1963-11-29 00:00:00.000000;;
19675;Radoslav;Gál;1988-03-24 00:00:00.000000;;
19676;Hortenzia;Koppová;1987-12-13 00:00:00.000000;;
19677;Juliana;Hagarová;1969-10-27 00:00:00.000000;;
19678;Lenka;Kunová;1984-11-17 00:00:00.000000;;
19679;Ján;Štefánek;1980-04-24 00:00:00.000000;;
19680;Magdaléna;Smreková;1990-11-14 00:00:00.000000;;
19681;Koloman;Ondrášek;1977-07-27 00:00:00.000000;;
19682;Anastázia;Matiašková;975-07-07 00:00:00.000000;;
19683;Arnold;Balaša;970-07-06 00:00:00.000000;;
19684;Demeter;Dančiak;980-09-03 00:00:00.000000;;
19685;Angela;Trubenová;1967-09-25 00:00:00.000000;;
19686;Diana;Balážová;1977-07-21 00:00:00.000000;;
19687;Lucia;Vrabecová;1992-05-13 00:00:00.000000;;
19688;Edita;Česneková;985-08-06 00:00:00.000000;;
19689;Zuzana;Machová;1984-06-25 00:00:00.000000;;
19690;Slavomír;Turčok;1965-07-21 00:00:00.000000;;
19691;Fratiška;Ftáčinová;1995-04-16 00:00:00.000000;;
19692;Henrieta;Zubeková;1967-09-13 00:00:00.000000;;
19693;Ľubomíra;Kocianová;1971-03-19 00:00:00.000000;;
19694;Agáta;Šarkanová;1988-09-22 00:00:00.000000;;
19695;Vratislav;Filc;989-10-04 00:00:00.000000;;
19696;Arpád;Arpáš;1967-09-15 00:00:00.000000;;
19697;Petronela;Boričová;1969-06-22 00:00:00.000000;;
19698;Miloslava;Orlíková;1993-03-19 00:00:00.000000;;
19699;Dalibor;Kočiš;1982-07-10 00:00:00.000000;;
19700;Nadežda;Dudeková;1967-06-28 00:00:00.000000;;
19701;Vladimíra;Konôpková;1977-08-13 00:00:00.000000;;
19702;Milica;Husáková;1962-09-24 00:00:00.000000;;
19703;Bystrík;Orlík;1969-03-26 00:00:00.000000;;
19704;Miloš;Bartovič;974-10-03 00:00:00.000000;;
19705;Marcela;Tomaneková;1983-04-19 00:00:00.000000;;
19706;Helena;Rybárová;1967-05-22 00:00:00.000000;;
19707;Ernest;Konôpka;1966-03-14 00:00:00.000000;;
19708;Hugo;Matiaško;1974-03-24 00:00:00.000000;;
19709;Zoja;Machová;960-06-04 00:00:00.000000;;
19710;Ernest;Mráz;1993-01-26 00:00:00.000000;;
19711;Blanka;Puškárová;1959-07-17 00:00:00.000000;;
19712;Dominik;Plekanec;1975-08-10 00:00:00.000000;;
19713;Monika;Hlaváčová;1971-03-17 00:00:00.000000;;
19714;Nora;Beňová;1996-10-25 00:00:00.000000;;
19715;Sergej;Gálik;1978-11-26 00:00:00.000000;;
19716;Marcel;Ondruš;997-06-02 00:00:00.000000;;
19717;Eleonóra;Miklíková;1988-08-31 00:00:00.000000;;
19718;Branislav;Korec;971-07-06 00:00:00.000000;;
19719;Miriama;Pavelová;1988-10-11 00:00:00.000000;;
19720;Denisa;Nováková;972-08-09 00:00:00.000000;;
